K,284,-19.7687,-126.2455,0
K,285,49.28779,161.6645,0
K,286,-22.7687,-123.2455,0
K,287,-24.7687,-120.2455,0
K,288,-24.7687,-117.2455,0
K,289,-24.7687,-113.2455,0
K,290,-23.7687,-108.2455,0
K,291,-21.7687,-95.2455,0
K,292,-19.7687,-84.2455,0
K,293,-14.7687,-69.2455,0
K,294,-8.7687,-46.2455,0
K,295,-5.7687,-32.2455,0
K,296,-1.7687,-12.2455,0
K,297,2.2313,1.7545,0
K,298,7.2313,20.7545,0
K,299,10.2313,34.7545,0
K,300,14.2313,46.7545,0
K,301,18.2313,58.7545,0
K,302,22.2313,73.7545,0
K,303,25.2313,89.7545,0
K,304,31.23129,102.7545,0
K,305,35.23129,114.7545,0
K,306,39.23129,127.7545,0
K,307,42.23129,138.7545,0
K,308,44.23129,142.7545,0
K,309,44.23129,146.7545,0
K,310,44.23129,151.7545,0
K,311,49.23129,161.7545,0
K,312,49.23129,155.7545,0
K,313,48.23129,148.7545,0
K,314,48.23129,143.7545,0
K,315,47.23129,137.7545,0
K,316,45.23129,133.7545,0
K,317,43.23129,123.7545,0
K,318,42.23129,113.7545,0
K,319,37.23129,99.7545,0
K,320,32.23129,89.7545,0
K,321,28.23129,82.7545,0
K,322,28.23129,77.7545,0
K,323,25.2313,69.7545,0
K,324,24.2313,65.7545,0
K,325,21.2313,56.7545,0
K,326,18.2313,43.7545,0
K,327,15.2313,26.7545,0
K,328,14.2313,14.7545,0
K,329,10.2313,-1.2455,0
K,330,5.2313,-19.2455,0
K,331,3.2313,-30.2455,0
K,332,1.2313,-37.2455,0
K,333,-3.7687,-55.2455,0
K,334,-4.7687,-69.2455,0
K,335,-4.7687,-81.2455,0
K,336,-7.7687,-96.2455,0
K,337,-9.7687,-106.2455,0
K,338,-9.7687,-115.2455,0
K,339,-12.7687,-122.2455,0
