K,133,30.66676,240.3085,0
K,134,-40.7687,-226.2455,0
K,135,-42.7687,-226.2455,0
K,136,-47.7687,-228.2455,0
K,137,-54.7687,-234.2455,0
K,138,-55.7687,-235.2455,0
K,139,-57.7687,-236.2455,0
K,140,-64.7687,-237.2455,0
K,141,-66.7687,-237.2455,0
K,142,-68.7687,-237.2455,0
K,143,-73.7687,-236.2455,0
K,144,-76.7687,-234.2455,0
K,145,-78.7687,-232.2455,0
K,146,-79.7687,-229.2455,0
K,147,-79.7687,-226.2455,0
K,148,-80.7687,-223.2455,0
K,149,-82.7687,-220.2455,0
K,150,-84.7687,-217.2455,0
K,151,-85.7687,-214.2455,0
K,152,-85.7687,-212.2455,0
K,153,-85.7687,-210.2455,0
K,154,-85.7687,-205.2455,0
K,155,-84.7687,-201.2455,0
K,156,-82.7687,-195.2455,0
K,157,-80.7687,-191.2455,0
K,158,-78.7687,-188.2455,0
K,159,-76.7687,-186.2455,0
K,160,-74.7687,-185.2455,0
K,161,-71.7687,-183.2455,0
K,162,-68.7687,-180.2455,0
K,163,-64.7687,-175.2455,0
K,164,-59.7687,-169.2455,0
K,165,-55.7687,-163.2455,0
K,166,-52.7687,-158.2455,0
K,167,-46.7687,-146.2455,0
K,168,-42.7687,-137.2455,0
K,169,-38.7687,-127.2455,0
K,170,-36.7687,-122.2455,0
K,171,-33.7687,-112.2455,0
K,172,-31.7687,-106.2455,0
K,173,-27.7687,-92.2455,0
K,174,-22.7687,-77.2455,0
K,175,-17.7687,-62.2455,0
K,176,-14.7687,-53.2455,0
K,177,-11.7687,-40.2455,0
K,178,-7.7687,-25.2455,0
K,179,-5.7687,-13.2455,0
K,180,-2.7687,-0.2455,0
K,181,2.2313,21.7545,0
K,182,6.2313,34.7545,0
K,183,8.2313,43.7545,0
K,184,12.2313,57.7545,0
K,185,16.2313,75.7545,0
K,186,21.2313,93.7545,0
K,187,26.2313,107.7545,0
K,188,29.23129,122.7545,0
K,189,30.23129,129.7545,0
K,190,31.23129,138.7545,0
K,191,32.23129,151.7545,0
K,192,33.23129,160.7545,0
K,193,31.23129,172.7545,0
K,194,28.23129,184.7545,0
K,195,22.2313,193.7545,0
K,196,19.2313,196.7545,0
K,197,16.2313,198.7545,0
K,198,13.2313,199.7545,0
K,199,11.2313,199.7545,0
K,200,8.2313,200.7545,0
K,201,6.2313,201.7545,0
K,202,3.2313,205.7545,0
K,203,1.2313,207.7545,0
K,204,0.2313,209.7545,0
K,205,-0.7687,211.7545,0
K,206,-0.7687,214.7545,0
K,207,-0.7687,217.7545,0
K,208,0.2313,224.7545,0
K,209,1.2313,227.7545,0
K,210,2.2313,230.7545,0
K,211,5.2313,231.7545,0
K,212,7.2313,233.7545,0
K,213,10.2313,236.7545,0
K,214,11.2313,238.7545,0
K,215,13.2313,240.7545,0
K,216,19.2313,241.7545,0
K,217,22.2313,241.7545,0
K,218,29.23129,240.7545,0
K,219,37.23129,236.7545,0
K,220,41.23129,232.7545,0
K,221,43.23129,229.7545,0
K,222,43.23129,225.7545,0
K,223,43.23129,220.7545,0
K,224,46.23129,211.7545,0
K,225,49.23129,207.7545,0
K,226,56.23129,201.7545,0
K,227,58.23129,200.7545,0
K,228,60.23129,202.7545,0
K,229,63.23129,204.7545,0
K,230,64.23129,205.7545,0
K,231,70.23129,207.7545,0
K,232,75.23129,207.7545,0
K,233,78.23129,206.7545,0
K,234,80.23129,204.7545,0
K,235,83.23129,199.7545,0
K,236,84.23129,193.7545,0
K,237,83.23129,182.7545,0
K,238,82.23129,174.7545,0
K,239,81.23129,170.7545,0
K,240,78.23129,167.7545,0
K,241,73.23129,160.7545,0
K,242,68.23129,152.7545,0
K,243,64.23129,145.7545,0
K,244,61.23129,140.7545,0
K,245,58.23129,136.7545,0
K,246,55.23129,128.7545,0
K,247,48.23129,113.7545,0
K,248,43.23129,99.7545,0
K,249,37.23129,77.7545,0
K,250,31.23129,59.7545,0
K,251,26.2313,41.7545,0
K,252,22.2313,22.7545,0
K,253,19.2313,9.7545,0
K,254,15.2313,-6.2455,0
K,255,11.2313,-24.2455,0
K,256,6.2313,-45.2455,0
K,257,4.2313,-58.2455,0
K,258,1.2313,-72.2455,0
K,259,0.2313,-82.2455,0
K,260,-2.7687,-102.2455,0
K,261,-3.7687,-114.2455,0
K,262,-3.7687,-141.2455,0
K,263,-3.7687,-152.2455,0
K,264,-3.7687,-170.2455,0
K,265,-1.7687,-183.2455,0
K,266,0.2313,-190.2455,0
K,267,2.2313,-196.2455,0
K,268,4.2313,-202.2455,0
K,269,6.2313,-206.2455,0
K,270,6.2313,-212.2455,0
K,271,5.2313,-216.2455,0
K,272,3.2313,-220.2455,0
K,273,3.2313,-225.2455,0
K,274,3.2313,-229.2455,0
K,275,2.2313,-233.2455,0
K,276,-1.7687,-236.2455,0
K,277,-7.7687,-237.2455,0
K,278,-14.7687,-236.2455,0
K,279,-20.7687,-234.2455,0
K,280,-25.7687,-231.2455,0
K,281,-29.7687,-229.2455,0
K,282,-33.7687,-227.2455,0
K,283,-36.7687,-226.2455,0
